4930,1,39,39
4930,2,20,20
4930,3,0,0
5847,0,96,96
5847,1,300,300
5847,2,198,198
5847,3,96,96
5850,0,528,528
5850,1,1650,1650
5850,2,1089,1089
5850,3,528,528
5863,0,16,16
5863,1,50,50
5863,2,33,33
5863,3,16,16
5870,0,138,138
5870,1,430,430
5870,2,284,284
5870,3,138,138
5885,0,76,76
5885,1,236,236
5885,2,156,156
5885,3,76,76
5886,0,13,13
5886,1,40,40
5886,2,26,26
5886,3,12,12
5888,0,1,1
5888,1,4,4
5888,2,3,3
5888,3,2,2
5890,0,603,603
5890,1,1886,1886
5890,2,1245,1245
5890,3,604,604
5891,0,16,16
5891,1,50,50
5891,2,33,33
5891,3,16,16
5892,0,32,32
5892,1,100,100
5892,2,66,66
5892,3,32,32
5896,0,68,68
5896,1,214,214
5896,2,141,141
5896,3,68,68
5897,0,13,13
5897,1,40,40
5897,2,26,26
5897,3,12,12
5921,0,0,0
5921,1,65,65
5921,2,65,65
5921,3,130,130
8339,0,08.???,08.???
8339,1,08.???,08.???
8339,2,08.???,08.???
8339,3,08.???,08.???
8340,0,302.59,302.59
8340,1,302.59,302.59
8340,2,302.59,302.59
8340,3,302.59,302.59
8350,0,144.02,144.02
8350,1,144.02,144.02
8350,2,144.02,144.02
8350,3,144.02,144.02
8351,0,160.1,160.1
8351,1,160.1,160.1
8351,2,160.1,160.1
8351,3,160.1,160.1
8376,0,213.52,213.52
8376,1,213.52,213.52
8376,2,213.52,213.52
8376,3,213.52,213.52
8377,0,838.98,838.98
8377,1,838.98,838.98
8377,2,838.98,838.98
8377,3,838.98,838.98
8378,0,5333.31,5333.31
8378,1,5333.31,5333.31
8378,2,5333.31,5333.31
8378,3,5333.31,5333.31
8379,0,825.52,825.52
8379,1,825.52,825.52
8379,2,825.52,825.52
8379,3,825.52,825.52
8382,0,211.73,211.73
8382,1,211.73,211.73
8382,2,211.73,211.73
8382,3,211.73,211.73
8383,0,187.89,187.89
8383,1,187.89,187.89
8383,2,187.89,187.89
8383,3,187.89,187.89
8397,0,91.11,91.11
8397,1,91.11,91.11
8397,2,91.11,91.11
8397,3,91.11,91.11
8398,0,21,21
8398,1,21,21
8398,2,21,21
8398,3,21,21
8405,0,128.96,128.96
8405,1,128.96,128.96
8405,2,128.96,128.96
8405,3,128.96,128.96
8410,0,26.14,26.14
8410,1,26.14,26.14
8410,2,26.14,26.14
8410,3,26.14,26.14
8434,0,14,14
8445,0,35,35
8461,0,10,10
8467,0,72,72
8483,0,80,80
8497,0,14,14
8549,0,19,19
8553,0,10,10
8576,0,8,8
8586,0,55,55
8588,0,55,55
8923,0,80,80
8925,0,100,100
8932,0,85.08,85.08
8952,0,100,100
8958,0,522,522
8960,0,522,522
9040,0,385,385
9048,0,80,80
9059,0,40,40
9061,0,50,50
9073,0,25,25
9076,0,25,25
9254,0,5,5
9262,0,4,4
9269,0,4,4
9278,0,30,30
9279,0,96,96
9845,2,120,120
9845,3,820,820
9850,0,140,140
9850,1,0,0
9850,3,270,270
9852,0,190,190
9852,1,0,0
9852,2,265,265
14854,0,23.19,23.19
14854,1,23.19,23.19
14854,2,23.19,23.19
14854,3,23.19,23.19
14855,0,1317.4372,1317.4372
14855,1,1317.4372,1317.4372
14855,2,1317.4372,1317.4372
14855,3,1317.4372,1317.4372
14856,0,588.7,588.7
14856,1,588.7,588.7
14856,2,588.7,588.7
14856,3,588.7,588.7
14859,0,59.7588,59.7588
14859,1,20.3475,20.3475
14859,2,20.3475,20.3475
14859,3,20.3475,20.3475
14860,0,242.4184,242.4184
14860,1,212.5419,212.5419
14860,2,212.5419,212.5419
14860,3,212.5419,212.5419
14861,0,47.5168,47.5168
14861,1,47.5168,47.5168
14861,2,47.5168,47.5168
14861,3,47.5168,47.5168
14862,0,257.2042,257.2042
14862,1,174.262,174.262
14862,2,174.262,174.262
14862,3,174.262,174.262
14869,0,378.4789,378.4789
14869,1,1320.1235,1320.1235
14869,2,1674.4897,1674.4897
14869,3,1743.9896,1743.9896
14870,0,942.2332,942.2332
14870,1,2898.655,2898.655
14870,2,1475.1585,1475.1585
14870,3,4035.3066,4035.3066
14871,0,4434.0996,4434.0996
14871,1,3322.2805,3322.2805
14871,2,1029.8041,1029.8041
14871,3,2201.2611,2201.2611
14878,0,94.14,94.14
14878,1,94.14,94.14
14878,2,94.14,94.14
14878,3,94.14,94.14
14880,0,6332.98,6332.98
14880,1,3032.98,3032.98
14880,2,2032.98,2032.98
14880,3,2532.98,2532.98
14881,0,2012.976,2012.976
14881,1,1817.2701,1817.2701
14881,2,1616.597,1616.597
14881,3,1357.3115,1357.3115
14882,0,1466.8216,1466.8216
14882,1,67.9314,67.9314
14882,2,58.7872,58.7872
14882,3,284.2086,284.2086
14884,0,769.1067,769.1067
14884,1,364.5754,364.5754
14884,2,10.0442,10.0442
14884,3,105.5129,105.5129
14885,0,126.1,126.1
14885,1,126.1,126.1
14885,2,126.1,126.1
14885,3,126.1,126.1
14886,0,136.2453,136.2453
14886,1,98.6966,98.6966
14886,2,98.6966,98.6966
14886,3,98.6966,98.6966
14887,0,286.4996,286.4996
14887,1,207.5415,207.5415
14887,2,207.5415,207.5415
14887,3,207.5415,207.5415
14938,0,204,204
14940,0,2910,2910
14943,0,8070,8070
14944,0,606,606
14945,0,220,220
14949,0,210,210
14950,0,900,900
14951,0,33,33
14952,0,976,976
14952,1,488,488
14952,2,0,0
14954,0,2100,2100
14958,0,1350,1350
14962,0,2612,2612
14962,1,1112,1112
14962,2,0,0
14966,0,18,18
14971,0,137,137
14972,0,29,29
14974,0,113,113
14977,0,65,65
